Transaction_ID,Date,Year,Month,Time,Total_Purchases,Amount,Total_Amount,Product_Category,Product_Brand,Product_Type,Transaction,products
9866885,6/18/2023,2023,June,7:08:04,6,391.2379795,2347.427877,Grocery,Pepsi,Water,Sale,Purified water
7460673,6/18/2023,2023,June,7:44:18,8,140.85573,1126.84584,Electronics,Sony,Television,Purchase,OLED TV
2864992,6/18/2023,2023,June,7:50:13,4,177.1402992,708.5611967,Electronics,Samsung,Television,Purchase,Smart TV
9004189,6/18/2023,2023,June,7:52:41,9,18.42094424,165.7884981,Electronics,Sony,Television,Purchase,QLED TV
4915710,6/18/2023,2023,June,8:06:27,1,404.8044745,404.8044745,Grocery,Pepsi,Water,Sale,Alkaline water
8700199,6/18/2023,2023,June,8:09:36,9,122.0165267,1098.14874,Electronics,Apple,Laptop,Purchase,Dell XPS
5850175,6/18/2023,2023,June,8:18:30,10,265.9290485,2659.290485,Grocery,Pepsi,Water,Sale,Alkaline water
6541841,6/18/2023,2023,June,9:06:15,8,134.6807506,1077.446004,Home Decor,Home Depot,Tools,Sale,Drill
7939049,6/18/2023,2023,June,9:11:56,8,471.7800837,3774.240669,Electronics,Apple,Laptop,Sale,Asus ZenBook
1450244,6/18/2023,2023,June,9:45:49,9,117.8405652,1060.565087,Electronics,Apple,Tablet,Sale,Samsung Galaxy Tab
9728679,6/18/2023,2023,June,9:49:49,6,317.0508328,1902.304997,Electronics,Samsung,Tablet,Sale,Acer Iconia Tab
9775905,6/18/2023,2023,June,10:14:53,4,121.3373239,485.3492958,Electronics,Apple,Tablet,Purchase,Microsoft Surface
6006741,6/18/2023,2023,June,10:27:27,9,180.1254927,1621.129434,Electronics,Sony,Headphones,Purchase,DJ headphones
3384822,6/18/2023,2023,June,10:35:42,5,87.27167702,436.3583851,Electronics,Sony,Television,Purchase,Plasma TV
6604163,6/18/2023,2023,June,10:39:46,4,88.06095542,352.2438217,Books,Penguin Books,Fiction,Purchase,Science fiction
4641398,6/18/2023,2023,June,11:20:36,6,338.3392028,2030.035217,Grocery,Coca-Cola,Juice,Sale,Apple juice
3681461,6/18/2023,2023,June,11:46:07,5,276.626542,1383.13271,Electronics,Samsung,Tablet,Sale,Acer Iconia Tab
2314808,6/18/2023,2023,June,12:03:28,5,320.6619964,1603.309982,Grocery,Pepsi,Water,Sale,Sparkling water
1739464,6/18/2023,2023,June,12:22:04,4,481.8912821,1927.565128,Electronics,Samsung,Television,Sale,LCD TV
5586018,6/18/2023,2023,June,12:36:27,5,313.8567152,1569.283576,Electronics,Apple,Laptop,Sale,Lenovo ThinkPad
1866977,6/18/2023,2023,June,12:41:44,8,44.70901094,357.6720876,Electronics,Sony,Headphones,Purchase,Studio headphones
5323879,6/18/2023,2023,June,13:13:52,9,389.1480206,3502.332185,Home Decor,IKEA,Lighting,Purchase,Table lamps
5178027,6/18/2023,2023,June,13:16:08,3,258.9667355,776.9002066,Electronics,Samsung,Smartphone,Purchase,Samsung Galaxy
8347497,6/18/2023,2023,June,13:20:16,3,131.3742919,394.1228756,Grocery,Nestle,Snacks,Sale,Chips
1551962,6/18/2023,2023,June,13:30:41,3,461.8634062,1385.590219,Electronics,Samsung,Television,Sale,QLED TV
2921034,6/18/2023,2023,June,13:39:23,6,59.20427577,355.2256546,Electronics,Samsung,Tablet,Sale,Microsoft Surface
8438583,6/18/2023,2023,June,13:44:02,9,234.2899236,2108.609312,Home Decor,Home Depot,Furniture,Purchase,Desk
7211278,6/18/2023,2023,June,13:57:50,6,330.9679783,1985.80787,Books,Random House,Fiction,Sale,Horror
1255014,6/18/2023,2023,June,15:10:19,6,287.6650424,1725.990254,Grocery,Pepsi,Water,Sale,Sparkling water
3411991,6/18/2023,2023,June,15:10:32,9,423.8569932,3814.712938,Electronics,Sony,Headphones,Sale,Noise-cancelling headphones
1916725,6/18/2023,2023,June,15:17:52,10,404.4168838,4044.168838,Books,Random House,Fiction,Purchase,Thriller
2435398,6/18/2023,2023,June,15:24:11,4,347.145486,1388.581944,Electronics,Samsung,Tablet,Sale,Acer Iconia Tab
6757534,6/18/2023,2023,June,15:47:10,3,490.4108727,1471.232618,Home Decor,Bed Bath & Beyond,Kitchen,Sale,Coffee maker
8254234,6/18/2023,2023,June,16:26:45,9,218.2998089,,Electronics,Sony,Television,Sale,QLED TV
6064912,6/18/2023,2023,June,16:29:55,6,37.99169021,227.9501412,Grocery,Pepsi,Water,Sale,Purified water
8379632,6/18/2023,2023,June,16:39:58,1,378.0316012,378.0316012,Home Decor,Home Depot,Tools,Sale,Screwdriver set
9871452,6/18/2023,2023,June,17:42:52,6,421.258198,2527.549188,Electronics,Sony,Smartphone,Sale,Motorola Moto
9631233,6/18/2023,2023,June,18:53:07,2,57.68466402,115.369328,Electronics,Apple,Tablet,Sale,Google Pixel Slate
8670357,6/18/2023,2023,June,18:53:10,3,307.5755322,922.7265965,Electronics,Samsung,Television,Purchase,QLED TV
5468629,6/18/2023,2023,June,19:30:22,6,156.6544962,939.9269774,Electronics,Samsung,Tablet,Purchase,Amazon Fire Tablet
4625408,6/18/2023,2023,June,20:16:51,1,172.1884517,172.1884517,Electronics,Samsung,Smartphone,Sale,Motorola Moto
9381367,6/18/2023,2023,June,21:26:54,4,87.88619392,351.5447757,Grocery,Nestle,Chocolate,Purchase,Milk chocolate
1694980,6/18/2023,2023,June,21:43:43,3,347.242837,1041.728511,Home Decor,Bed Bath & Beyond,Kitchen,Purchase,Microwave
3246401,6/18/2023,2023,June,22:01:30,5,422.4873034,2112.436517,Electronics,Apple,Laptop,Sale,Lenovo ThinkPad
1278105,6/18/2023,2023,June,22:48:10,4,256.5198567,1026.079427,Books,HarperCollins,Fiction,Purchase,Thriller
8981004,6/18/2023,2023,June,22:56:29,4,397.5755153,1590.302061,Electronics,Apple,Smartphone,Purchase,Motorola Moto
2958475,6/18/2023,2023,June,23:15:24,5,457.1616044,2285.808022,Electronics,Whirepool,Fridge,Sale,Mini fridge
4861211,6/18/2023,2023,June,23:24:23,2,211.2007284,422.4014568,Books,Penguin Books,Non-Fiction,Sale,Health
2589516,6/19/2023,2023,June,0:48:57,7,20.08065024,140.5645517,Electronics,Apple,Smartphone,Sale,Google Pixel
2117663,6/19/2023,2023,June,1:31:00,4,52.62808192,210.5123277,Electronics,Apple,Laptop,Sale,Asus ZenBook
2898479,6/19/2023,2023,June,1:47:40,2,36.9194894,73.8389788,Electronics,Apple,Smartphone,Purchase,Samsung Galaxy
3688000,6/19/2023,2023,June,1:52:45,9,241.1588817,2170.429935,Books,HarperCollins,Fiction,Sale,Romance
3072786,6/19/2023,2023,June,2:52:12,5,22.24981651,111.2490825,Home Decor,Home Depot,Tools,Sale,Drill
5832304,6/19/2023,2023,June,3:23:36,3,42.57233346,127.7170004,Electronics,Apple,Tablet,Sale,Google Pixel Slate
1301949,6/19/2023,2023,June,3:47:58,8,93.98190249,751.8552199,Electronics,Samsung,Television,Purchase,Android TV
1742472,6/19/2023,2023,June,3:58:04,5,198.6098716,993.0493579,Grocery,Pepsi,Juice,Purchase,Orange juice
6652722,6/19/2023,2023,June,4:22:30,8,397.6782134,3181.425707,Electronics,Apple,Tablet,Sale,Samsung Galaxy Tab
2586808,6/19/2023,2023,June,4:43:07,3,171.6982705,515.0948116,Electronics,Samsung,Smartphone,Sale,Xiaomi Mi
3365671,6/19/2023,2023,June,4:54:26,9,192.8619527,1735.757574,Grocery,Coca-Cola,Water,Sale,Alkaline water
5291604,6/19/2023,2023,June,6:14:41,5,59.67702134,298.3851067,Electronics,Sony,Smartphone,Sale,iPhone
2929637,6/19/2023,2023,June,6:33:50,9,372.4633448,3352.170103,Books,Random House,Fiction,Sale,Thriller
8582272,6/19/2023,2023,June,7:21:10,6,217.594648,1305.567888,Home Decor,Home Depot,Furniture,Sale,Bookshelf
4817075,6/19/2023,2023,June,7:34:44,3,127.7206429,383.1619288,Books,Penguin Books,Children's,Sale,Educational kits
8575777,6/19/2023,2023,June,7:42:14,8,19.0619158,152.4953264,Electronics,Sony,Headphones,Sale,Sports headphones
7942080,6/19/2023,2023,June,7:42:57,5,495.5028908,2477.514454,Electronics,Samsung,Smartphone,Sale,OnePlus
4390165,6/19/2023,2023,June,7:44:17,1,40.31001305,40.31001305,Electronics,Apple,Laptop,Purchase,Microsoft Surface Laptop
3215741,6/19/2023,2023,June,7:51:17,9,194.6807245,1752.126521,Grocery,Nestle,Snacks,Purchase,Chips
3071241,6/19/2023,2023,June,8:00:23,4,380.4223032,1521.689213,Grocery,Pepsi,Water,Purchase,Sparkling water
5030601,6/19/2023,2023,June,8:02:39,10,181.1491004,1811.491004,Home Decor,Home Depot,Tools,Sale,Drill
3941509,6/19/2023,2023,June,8:30:03,1,352.2128177,352.2128177,Books,HarperCollins,Non-Fiction,Purchase,Science
5305655,6/19/2023,2023,June,8:51:00,2,175.9879082,351.9758164,Books,HarperCollins,Fiction,Sale,Science fiction
3587605,6/19/2023,2023,June,9:01:28,10,321.3681487,3213.681487,Books,HarperCollins,Fiction,Sale,Science fiction
5908172,6/19/2023,2023,June,9:15:17,6,269.4338547,1616.603128,Electronics,Samsung,Tablet,Purchase,Lenovo Tab
3955315,6/19/2023,2023,June,9:17:46,9,321.468207,2893.213863,Electronics,Sony,Smartphone,Purchase,Motorola Moto
6057197,6/19/2023,2023,June,9:31:58,1,103.1666153,103.1666153,Books,Random House,Fiction,Sale,Thriller
8833872,6/19/2023,2023,June,10:11:11,5,95.38186583,476.9093291,Electronics,Samsung,Smartphone,Sale,LG G
4325038,6/19/2023,2023,June,10:26:25,5,429.8559448,2149.279724,Home Decor,IKEA,Lighting,Purchase,Floor lamps
8481544,6/19/2023,2023,June,11:53:02,9,139.7415796,1257.674217,Grocery,Pepsi,Water,Purchase,Sparkling water
6178283,6/19/2023,2023,June,12:10:55,7,425.2946849,2977.062794,Books,Penguin Books,Children's,Sale,Educational kits
9909499,6/19/2023,2023,June,12:44:45,5,71.30373987,356.5186994,Home Decor,Home Depot,Tools,Sale,Level
4013942,6/19/2023,2023,June,13:40:10,7,394.7076118,2762.953282,Home Decor,IKEA,Lighting,Sale,Floor lamps
1420870,6/19/2023,2023,June,13:46:39,6,94.48609522,566.9165713,Grocery,Pepsi,Soft Drink,Sale,Lemon-lime soda
8025900,6/19/2023,2023,June,14:22:56,1,92.00975588,92.00975588,Electronics,Apple,Laptop,Sale,Samsung Notebook
4349595,6/19/2023,2023,June,14:30:37,10,356.4066697,3564.066697,Electronics,Samsung,Television,Purchase,OLED TV
8943953,6/19/2023,2023,June,14:36:11,1,181.5992717,181.5992717,Electronics,Samsung,Smartphone,Sale,LG G
4719625,6/19/2023,2023,June,14:49:18,3,437.4252657,1312.275797,Grocery,Nestle,Snacks,Sale,Trail mix
3434751,6/19/2023,2023,June,15:20:17,10,108.6055316,1086.055316,Grocery,Nestle,Snacks,Sale,Trail mix
4565973,6/19/2023,2023,June,16:07:45,8,218.8108783,1750.487026,Grocery,Pepsi,Juice,Sale,Apple juice
2859893,6/19/2023,2023,June,16:08:01,8,431.3469974,3450.775979,Grocery,Pepsi,Soft Drink,Purchase,Energy drink
6705205,6/19/2023,2023,June,16:11:35,1,129.8554233,129.8554233,Electronics,Samsung,Television,Purchase,Curved TV
1105788,6/19/2023,2023,June,16:16:46,6,164.626652,987.7599119,Electronics,Sony,Headphones,Purchase,DJ headphones
5548485,6/19/2023,2023,June,16:38:42,5,118.3672442,591.8362209,Electronics,Whirepool,Fridge,Sale,Compact refrigerator
5914008,6/19/2023,2023,June,16:48:49,6,176.1691389,1057.014833,Grocery,Coca-Cola,Juice,Purchase,Orange juice
9718909,6/19/2023,2023,June,17:57:07,8,56.51049547,452.0839638,Home Decor,IKEA,Lighting,Sale,Table lamps
8483514,6/19/2023,2023,June,17:58:26,6,393.5369547,2361.221728,Books,HarperCollins,Fiction,Sale,Science fiction
2555355,6/19/2023,2023,June,18:08:24,3,183.798009,551.3940269,Books,HarperCollins,Fiction,Sale,Science fiction
8135644,6/19/2023,2023,June,18:18:36,10,237.0656088,2370.656088,Electronics,Samsung,Television,Sale,LCD TV
9461399,6/19/2023,2023,June,18:26:28,3,254.6234608,763.8703825,Home Decor,IKEA,Lighting,Purchase,Desk lamps
7773113,6/19/2023,2023,June,18:47:16,1,423.0299062,423.0299062,Electronics,Whirepool,Fridge,Sale,Bottom-freezer refrigerator
6858391,6/19/2023,2023,June,18:53:24,10,198.7218159,1987.218159,Grocery,Coca-Cola,Juice,Sale,Apple juice
5165689,6/19/2023,2023,June,19:16:55,1,353.4300282,353.4300282,Electronics,Apple,Smartphone,Sale,LG G
4738648,6/19/2023,2023,June,19:24:04,10,264.2959992,2642.959992,Electronics,Samsung,Television,Sale,4K TV
2280556,6/19/2023,2023,June,19:43:28,3,346.889865,1040.669595,Grocery,Nestle,Snacks,Purchase,Fruit snacks
4529326,6/19/2023,2023,June,20:07:09,8,161.7567681,1294.054144,Books,Random House,Fiction,Purchase,Horror
3353994,6/19/2023,2023,June,20:14:13,9,381.457378,3433.116402,Grocery,Coca-Cola,Juice,Sale,Orange juice
3069794,6/19/2023,2023,June,20:45:50,3,324.4513988,973.3541963,Books,Random House,Fiction,Purchase,Horror
8035700,6/19/2023,2023,June,21:01:09,10,273.5554836,2735.554836,Electronics,Samsung,Tablet,Purchase,Asus ZenPad
2261346,6/19/2023,2023,June,21:21:31,2,379.3060222,758.6120445,Electronics,Samsung,Television,Sale,OLED TV
2410703,6/19/2023,2023,June,22:09:32,4,283.4296179,1133.718472,Electronics,Samsung,Tablet,Sale,Samsung Galaxy Tab
7576666,6/19/2023,2023,June,22:21:10,3,96.91864257,290.7559277,Grocery,Pepsi,Water,Sale,Alkaline water
5130506,6/19/2023,2023,June,23:03:07,6,411.9386683,2471.63201,Electronics,Samsung,Television,Sale,Android TV
8413369,6/19/2023,2023,June,23:06:02,10,264.0230613,2640.230613,Books,HarperCollins,Fiction,Sale,Thriller
6133463,6/19/2023,2023,June,23:46:16,9,18.25734387,164.3160948,Electronics,Sony,Smartphone,Purchase,Xiaomi Mi
5199038,6/20/2023,2023,June,0:20:43,7,498.5874508,3490.112156,Grocery,Coca-Cola,Soft Drink,Purchase,Energy drink
7410027,6/20/2023,2023,June,0:32:01,6,293.3489537,1760.093722,Electronics,Apple,Smartphone,Purchase,Sony Xperia
4778808,6/20/2023,2023,June,0:33:07,3,225.2832497,675.8497491,Electronics,Apple,Smartphone,Sale,iPhone
6673456,6/20/2023,2023,June,0:35:53,2,194.4411963,388.8823925,Grocery,Pepsi,Water,Sale,Sparkling water
9962889,6/20/2023,2023,June,0:54:06,5,214.343695,1071.718475,Electronics,Apple,Tablet,Sale,Google Pixel Slate
2131353,6/20/2023,2023,June,1:02:04,5,292.5738168,1462.869084,Electronics,Samsung,Smartphone,Sale,Motorola Moto
3699951,6/20/2023,2023,June,1:22:28,7,401.2248903,2808.574232,Electronics,Whirepool,Fridge,Sale,Mini fridge
2397500,6/20/2023,2023,June,4:27:17,6,309.8074709,1858.844826,Grocery,Pepsi,Water,Purchase,Sparkling water
1039728,6/20/2023,2023,June,4:44:07,9,383.8559468,3454.703521,Electronics,Apple,Laptop,Sale,LG Gram
6698873,6/20/2023,2023,June,4:54:54,10,224.7778775,2247.778775,Grocery,Pepsi,Water,Sale,Purified water
2588081,6/20/2023,2023,June,5:23:42,5,121.0968024,605.4840119,Grocery,Coca-Cola,Soft Drink,Sale,Energy drink
7944948,6/20/2023,2023,June,5:25:30,6,394.5628102,2367.376861,Electronics,Sony,Television,Purchase,LCD TV
6263700,6/20/2023,2023,June,5:52:32,3,256.5676858,769.7030575,Home Decor,IKEA,Furniture,Sale,Coffee table
6203685,6/20/2023,2023,June,6:51:31,9,149.0708946,1341.638052,Electronics,Apple,Smartphone,Sale,Samsung Galaxy
8390167,6/20/2023,2023,June,6:55:22,10,23.71451897,237.1451897,Books,Random House,Fiction,Sale,Science fiction
1940169,6/20/2023,2023,June,8:12:20,9,276.5102159,2488.591943,Home Decor,IKEA,Lighting,Purchase,Track lighting
7084934,6/20/2023,2023,June,8:18:04,1,488.6382947,488.6382947,Electronics,Apple,Tablet,Sale,Google Pixel Slate
2984691,6/20/2023,2023,June,8:29:30,7,418.4646497,2929.252548,Electronics,Samsung,Smartphone,Purchase,Sony Xperia
3545036,6/20/2023,2023,June,8:40:28,4,91.66969495,366.6787798,Electronics,Apple,Smartphone,Sale,Google Pixel
9850832,6/20/2023,2023,June,8:53:52,3,378.2603466,1134.78104,Grocery,Pepsi,Soft Drink,Sale,Iced tea
1132751,6/20/2023,2023,June,9:23:37,5,22.16679684,110.8339842,Home Decor,IKEA,Furniture,Sale,Coffee table
4149580,6/20/2023,2023,June,10:29:12,1,224.808277,224.808277,Electronics,Whirepool,Fridge,Sale,Compact refrigerator
7597179,6/20/2023,2023,June,10:45:04,4,397.8620853,1591.448341,Electronics,Samsung,Smartphone,Purchase,LG G
9923022,6/20/2023,2023,June,11:08:07,8,261.8880016,2095.104013,Grocery,Coca-Cola,Soft Drink,Sale,Cola
5495836,6/20/2023,2023,June,11:10:28,9,438.6316134,3947.684521,Electronics,Sony,Smartphone,Sale,LG G
6540310,6/20/2023,2023,June,11:51:24,10,406.9673429,4069.673429,Grocery,Pepsi,Water,Purchase,Sparkling water
4949503,6/20/2023,2023,June,11:52:37,3,219.9428293,659.828488,Electronics,Apple,Smartphone,Sale,Xiaomi Mi
1281785,6/20/2023,2023,June,11:58:55,8,103.2173021,825.7384168,Grocery,Coca-Cola,Juice,Sale,Orange juice
1592507,6/20/2023,2023,June,12:00:43,6,294.5580616,1767.34837,Books,Random House,Non-Fiction,Purchase,Health
5509469,6/20/2023,2023,June,12:15:59,6,224.9014627,1349.408776,Grocery,Coca-Cola,Soft Drink,Purchase,Cola
8640545,6/20/2023,2023,June,12:29:45,3,216.9507396,650.8522188,Electronics,Apple,Smartphone,Sale,Google Pixel
8400016,6/20/2023,2023,June,12:36:06,10,490.8712094,4908.712094,Home Decor,Bed Bath & Beyond,Kitchen,Sale,Oven
4355659,6/20/2023,2023,June,13:47:10,5,126.8496996,634.2484979,Grocery,Nestle,Chocolate,Sale,Chocolate bars
5370161,6/20/2023,2023,June,14:06:59,1,474.9379786,474.9379786,Electronics,Apple,Laptop,Purchase,LG Gram
3511167,6/20/2023,2023,June,14:23:10,3,306.8973318,920.6919953,Home Decor,IKEA,Furniture,Purchase,Desk
1124382,6/20/2023,2023,June,15:16:51,4,86.92240567,347.6896227,Grocery,Coca-Cola,Juice,Sale,Orange juice
3234394,6/20/2023,2023,June,15:31:45,4,201.2114981,804.8459923,Electronics,Whirepool,Fridge,Sale,Bottom-freezer refrigerator
5658352,6/20/2023,2023,June,15:45:08,9,163.288809,1469.599281,Electronics,Samsung,Television,Purchase,4K TV
3997625,6/20/2023,2023,June,15:46:43,1,363.1131184,363.1131184,Electronics,Whirepool,Fridge,Sale,Compact refrigerator
5831338,6/20/2023,2023,June,16:51:06,8,395.6353029,3165.082423,Grocery,Pepsi,Water,Sale,Alkaline water
5791416,6/20/2023,2023,June,17:01:45,10,110.6575091,1106.575091,Home Decor,IKEA,Furniture,Purchase,TV stand
1295406,6/20/2023,2023,June,17:44:33,6,259.3522693,1556.113616,Grocery,Coca-Cola,Soft Drink,Sale,Lemon-lime soda
1331386,6/20/2023,2023,June,17:49:41,9,287.8406769,2590.566092,Home Decor,Bed Bath & Beyond,Kitchen,Purchase,Refrigerator
5590618,6/20/2023,2023,June,17:50:56,4,209.6973379,838.7893515,Books,Penguin Books,Fiction,Purchase,Romance
2761677,6/20/2023,2023,June,18:13:51,6,311.9323374,1871.594024,Electronics,Sony,Smartphone,Purchase,LG G
5975918,6/20/2023,2023,June,18:14:13,6,151.5252552,909.1515311,Electronics,Samsung,Television,Purchase,Android TV
3146883,6/20/2023,2023,June,19:11:56,2,477.479249,954.9584981,Grocery,Pepsi,Soft Drink,Sale,Lemon-lime soda
6820441,6/20/2023,2023,June,19:12:00,4,279.0436991,1116.174796,Books,Penguin Books,Fiction,Purchase,Horror
8400573,6/20/2023,2023,June,19:33:48,2,478.9737059,957.9474117,Electronics,Apple,Laptop,Sale,Dell XPS
6801328,6/20/2023,2023,June,19:36:48,7,404.425635,2830.979445,Electronics,Whirepool,Fridge,Sale,Compact refrigerator
4896115,6/20/2023,2023,June,19:54:15,9,10.68468453,96.16216073,Books,HarperCollins,Fiction,Purchase,Romance
9340573,6/20/2023,2023,June,19:59:46,7,444.4511213,3111.157849,Electronics,Apple,Tablet,Purchase,Huawei MediaPad
2443349,6/20/2023,2023,June,20:06:54,10,475.0803188,4750.803188,Books,Penguin Books,Fiction,Purchase,Thriller
2190761,6/20/2023,2023,June,20:45:23,6,300.0241768,1800.145061,Home Decor,IKEA,Furniture,Sale,Coffee table
8691724,6/20/2023,2023,June,21:02:29,4,406.371345,1625.48538,Electronics,Whirepool,Fridge,Sale,Compact refrigerator
9887780,6/20/2023,2023,June,21:19:03,1,53.42762596,53.42762596,Electronics,Apple,Laptop,Purchase,Microsoft Surface Laptop
1546481,6/20/2023,2023,June,21:24:42,9,443.9598632,3995.638769,Grocery,Coca-Cola,Water,Sale,Alkaline water
4126411,6/20/2023,2023,June,22:00:17,8,303.04183,2424.33464,Electronics,Sony,Smartphone,Purchase,Sony Xperia
8111886,6/20/2023,2023,June,22:05:00,2,459.2955519,918.5911039,Electronics,Samsung,Smartphone,Sale,Sony Xperia
5263699,6/20/2023,2023,June,22:06:25,7,68.74549245,481.2184472,Home Decor,Bed Bath & Beyond,Kitchen,Sale,Oven
9871414,6/20/2023,2023,June,22:19:23,5,85.02372783,425.1186392,Grocery,Pepsi,Juice,Sale,Apple juice
7582838,6/20/2023,2023,June,23:32:11,9,485.7480367,4371.73233,Electronics,Whirepool,Fridge,Sale,Bottom-freezer refrigerator
1778456,6/20/2023,2023,June,23:42:25,5,208.1317718,1040.658859,Electronics,Whirepool,Fridge,Sale,Bottom-freezer refrigerator
4576126,6/21/2023,2023,June,0:56:03,4,395.9598805,1583.839522,Grocery,Nestle,Chocolate,Sale,Milk chocolate
4062655,6/21/2023,2023,June,0:58:04,3,362.0899526,1086.269858,Books,HarperCollins,Fiction,Sale,Science fiction
9732118,6/21/2023,2023,June,1:59:00,10,318.4414981,3184.414981,Electronics,Sony,Television,Sale,Curved TV
5612847,6/21/2023,2023,June,2:13:56,8,239.6411809,1917.129447,Books,HarperCollins,Non-Fiction,Purchase,Health
3988396,6/21/2023,2023,June,2:14:12,8,82.67431383,661.3945106,Grocery,Coca-Cola,Soft Drink,Purchase,Energy drink
7389024,6/21/2023,2023,June,2:31:08,3,261.5101717,784.530515,Electronics,Whirepool,Fridge,Sale,Compact refrigerator
7290729,6/21/2023,2023,June,3:19:14,5,29.5473318,147.736659,Grocery,Pepsi,Water,Purchase,Alkaline water
4333221,6/21/2023,2023,June,3:26:24,8,495.9870261,3967.896209,Electronics,Apple,Tablet,Sale,Google Pixel Slate
9042102,6/21/2023,2023,June,3:28:55,1,238.5739012,238.5739012,Grocery,Pepsi,Water,Purchase,Sparkling water
3062315,6/21/2023,2023,June,3:37:21,2,244.5957787,489.1915573,Electronics,Apple,Smartphone,Sale,Xiaomi Mi
6066669,6/21/2023,2023,June,3:44:40,6,112.8176775,676.9060652,Grocery,Coca-Cola,Juice,Sale,Orange juice
2192591,6/21/2023,2023,June,3:55:41,8,130.4231979,1043.385583,Electronics,Samsung,Smartphone,Purchase,Google Pixel
1497820,6/21/2023,2023,June,4:14:10,10,207.9225848,2079.225848,Grocery,Pepsi,Water,Purchase,Purified water
4062188,6/21/2023,2023,June,4:19:19,2,390.8004391,781.6008783,Electronics,Sony,Television,Purchase,Plasma TV
7063172,6/21/2023,2023,June,6:45:14,8,37.92071141,303.3656913,Home Decor,Home Depot,Tools,Purchase,Screwdriver set
3044623,6/21/2023,2023,June,6:48:31,7,113.3526724,793.4687068,Electronics,Samsung,Tablet,Sale,Google Pixel Slate
9309807,6/21/2023,2023,June,7:06:10,1,103.627827,103.627827,Grocery,Pepsi,Water,Sale,Purified water
8099162,6/21/2023,2023,June,7:36:23,6,496.8100052,2980.860031,Electronics,Samsung,Television,Sale,Smart TV
8610252,6/21/2023,2023,June,8:02:19,1,360.060219,360.060219,Grocery,Pepsi,Water,Purchase,Alkaline water
8904047,6/21/2023,2023,June,8:23:29,8,263.560741,2108.485928,Home Decor,Bed Bath & Beyond,Kitchen,Sale,Blender
8435444,6/21/2023,2023,June,9:08:10,4,210.753216,843.0128639,Electronics,Sony,Television,Sale,Smart TV
6485444,6/21/2023,2023,June,9:15:40,3,283.2040171,849.6120512,Books,HarperCollins,Thriller,Sale,Action
1870375,6/21/2023,2023,June,10:36:38,7,343.6183133,2405.328193,Grocery,Pepsi,Water,Sale,Purified water
2397208,6/21/2023,2023,June,10:54:02,5,140.5899868,702.949934,Grocery,Pepsi,Water,Purchase,Purified water
4665013,6/21/2023,2023,June,11:31:46,10,270.0586117,2700.586117,Electronics,Samsung,Television,Sale,LCD TV
8800304,6/21/2023,2023,June,11:44:35,7,259.7843616,1818.490531,Electronics,Apple,Tablet,Sale,Google Pixel Slate
9901639,6/21/2023,2023,June,11:56:30,6,130.8277265,784.9663593,Electronics,Samsung,Tablet,Purchase,Sony Xperia Tablet
8021803,6/21/2023,2023,June,12:11:06,8,473.8390521,3790.712417,Grocery,Pepsi,Juice,Purchase,Orange juice
9535148,6/21/2023,2023,June,12:16:18,3,257.6775642,773.0326925,Electronics,Sony,Smartphone,Sale,OnePlus
7914876,6/21/2023,2023,June,12:16:22,1,238.8682359,238.8682359,Electronics,Whirepool,Fridge,Sale,Mini fridge
9382228,6/21/2023,2023,June,12:19:51,8,248.0545765,1984.436612,Electronics,Samsung,Tablet,Sale,Amazon Fire Tablet
8354115,6/21/2023,2023,June,12:39:05,9,303.8611599,2734.750439,Electronics,Apple,Tablet,Sale,Asus ZenPad
5917520,6/21/2023,2023,June,13:26:58,2,337.4139276,674.8278551,Home Decor,IKEA,Furniture,Sale,Bookshelf
2116546,6/21/2023,2023,June,13:30:07,3,21.23107569,63.69322708,Electronics,Samsung,Tablet,Sale,Google Pixel Slate
1946023,6/21/2023,2023,June,13:41:32,3,241.533207,724.599621,Grocery,Nestle,Snacks,Sale,Trail mix
8507722,6/21/2023,2023,June,14:26:07,7,302.0934459,2114.654122,Electronics,Sony,Television,Purchase,HDR TV
6281899,6/21/2023,2023,June,14:29:59,3,360.0035646,1080.010694,Electronics,Apple,Smartphone,Purchase,Huawei P
7924509,6/21/2023,2023,June,15:02:51,4,418.1266609,1672.506643,Home Decor,Bed Bath & Beyond,Kitchen,Sale,Coffee maker
7558250,6/21/2023,2023,June,16:18:15,4,66.85530065,267.4212026,Electronics,Samsung,Tablet,Sale,Google Pixel Slate
3590367,6/21/2023,2023,June,16:43:04,7,424.440553,2971.083871,Grocery,Pepsi,Soft Drink,Sale,Energy drink
8639627,6/21/2023,2023,June,16:48:59,3,16.78701082,50.36103247,Electronics,Sony,Television,Sale,Android TV
1268274,6/21/2023,2023,June,16:57:54,2,377.0143912,754.0287823,Books,Penguin Books,Non-Fiction,Purchase,Science
5541250,6/21/2023,2023,June,19:16:43,10,255.827537,2558.27537,Electronics,Samsung,Television,Sale,OLED TV
4823303,6/21/2023,2023,June,19:44:00,2,157.2343759,314.4687519,Electronics,Samsung,Television,Sale,LED TV
5141619,6/21/2023,2023,June,20:34:53,4,404.51489,1618.05956,Books,Random House,Non-Fiction,Purchase,Science
3136343,6/21/2023,2023,June,20:58:29,9,205.524242,1849.718178,Grocery,Coca-Cola,Water,Purchase,Purified water
4583033,6/21/2023,2023,June,21:38:14,2,105.6663379,211.3326758,Electronics,Apple,Tablet,Sale,Lenovo Tab
